,NetworkIPv4_CIDR,SerialNumber,CountryName,CountryCode,RegionName,RegionCode,CityName,Latitude,Longitude,NewSerialNumber
1626,10.48.39.64/27,12304,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1626
1627,10.48.39.96/28,7531,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1627
1628,10.48.39.112/28,7545,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1628
1629,10.48.39.128/28,7536,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1629
1630,10.48.39.192/26,7533,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1630
1631,10.48.40.16/28,7702,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1631
1632,10.48.40.128/25,12306,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1632
1633,10.48.41.0/27,7530,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1633
1634,10.48.41.32/28,7528,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1634
1635,10.48.41.128/25,7529,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1635
1636,10.48.42.0/26,7527,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1636
1637,10.48.42.64/26,7563,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1637
1638,10.48.42.128/27,7535,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1638
1639,10.48.42.160/27,7547,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1639
1640,10.48.42.192/28,7556,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1640
1641,10.48.42.208/28,7548,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1641
1642,10.48.42.224/28,7565,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1642
1643,10.48.42.240/28,7564,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1643
1644,10.48.43.0/25,7562,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1644
1645,10.48.43.128/28,7561,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1645
1646,10.48.44.0/23,7560,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1646
1647,10.48.47.128/27,7559,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1647
1648,10.48.47.160/27,7558,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1648
1649,10.48.47.240/28,7566,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1649
1650,10.48.48.0/27,7557,India,IN,West Bengal,28,Kolkata,22.5655,88.3653,1650
1651,10.48.64.32/27,10157,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1651
1652,10.48.64.64/27,10096,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1652
1653,10.48.64.96/27,10097,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1653
1654,10.48.64.128/26,10094,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1654
1655,10.48.64.224/27,10095,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1655
1656,10.48.65.0/25,10098,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1656
1657,10.48.66.0/26,10099,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1657
1658,10.48.66.96/27,10103,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1658
1659,10.48.66.128/27,10100,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1659
1660,10.48.66.160/28,10101,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1660
1661,10.48.66.192/26,10102,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1661
1662,10.48.67.0/25,10104,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1662
1663,10.48.67.128/26,10105,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1663
1664,10.48.67.224/28,10106,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1664
1665,10.48.67.240/29,10107,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1665
1666,10.48.68.0/27,10084,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1666
1667,10.48.68.32/27,10081,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1667
1668,10.48.68.64/28,10058,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1668
1669,10.48.68.80/28,10059,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1669
1670,10.48.68.96/27,10159,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1670
1671,10.48.68.128/27,10158,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1671
1672,10.48.68.192/27,10108,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1672
1673,10.48.68.224/28,10083,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1673
1674,10.48.69.0/27,10060,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1674
1675,10.48.69.32/27,10065,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1675
1676,10.48.69.96/27,10066,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1676
1677,10.48.69.128/28,10061,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1677
1678,10.48.69.160/27,10062,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1678
1679,10.48.69.192/27,10063,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1679
1680,10.48.69.224/27,10064,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1680
1681,10.48.70.0/25,10067,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1681
1682,10.48.70.144/28,10068,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1682
1683,10.48.70.192/27,10069,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1683
1684,10.48.70.224/27,10070,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1684
1685,10.48.71.0/27,10071,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1685
1686,10.48.71.32/27,10074,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1686
1687,10.48.71.64/27,10138,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1687
1688,10.48.71.128/26,10072,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1688
1689,10.48.71.192/26,10073,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1689
1690,10.48.72.0/27,10075,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1690
1691,10.48.72.96/27,10078,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1691
1692,10.48.72.128/27,10076,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1692
1693,10.48.72.160/27,10077,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1693
1694,10.48.73.0/27,10079,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1694
1695,10.48.73.224/27,4877,India,IN,Maharashtra,16,Mumbai,19.0748,72.8856,1695
1696,10.48.74.0/26,10080,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1696
1697,10.48.74.64/26,11670,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1697
1698,10.48.74.160/27,10109,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1698
1699,10.48.74.192/26,10216,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1699
1700,10.48.75.0/27,10323,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1700
1701,10.48.75.32/27,10217,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1701
1702,10.48.75.64/26,10353,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1702
1703,10.48.76.0/26,10354,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1703
1704,10.48.76.64/28,10358,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1704
1705,10.48.76.96/28,11654,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1705
1706,10.48.76.160/27,10355,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1706
1707,10.48.76.192/27,10356,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1707
1708,10.48.76.224/27,10357,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1708
1709,10.48.77.0/25,10359,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1709
1710,10.48.77.128/26,10360,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1710
1711,10.48.77.192/27,10361,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1711
1712,10.48.78.0/26,10362,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1712
1713,10.48.78.64/27,10365,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1713
1714,10.48.78.96/28,10366,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1714
1715,10.48.78.128/26,10363,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1715
1716,10.48.78.192/26,10364,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1716
1717,10.48.79.0/26,10367,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1717
1718,10.48.79.64/26,10369,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1718
1719,10.48.79.192/26,10368,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1719
1720,10.48.81.192/26,12675,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1720
1721,10.48.82.64/27,12685,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1721
1722,10.48.82.144/28,12676,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1722
1723,10.48.96.0/24,11594,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1723
1724,10.48.97.0/26,11595,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1724
1725,10.48.97.128/25,11597,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1725
1726,10.48.98.0/24,11604,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1726
1727,10.48.99.0/27,11598,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1727
1728,10.48.99.64/27,11584,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1728
1729,10.48.99.96/27,11583,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1729
1730,10.48.99.128/27,11599,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1730
1731,10.48.99.160/27,11600,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1731
1732,10.48.99.192/26,11585,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1732
1733,10.48.100.0/24,11704,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1733
1734,10.48.101.0/24,11705,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1734
1735,10.48.102.0/25,11693,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1735
1736,10.48.102.128/25,11700,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1736
1737,10.48.103.0/25,11692,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1737
1738,10.48.103.128/25,11682,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1738
1739,10.48.104.0/24,12122,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1739
1740,10.48.105.0/25,11677,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1740
1741,10.48.105.128/25,11678,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1741
1742,10.48.106.0/24,11679,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1742
1743,10.48.107.0/26,11680,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1743
1744,10.48.107.64/26,11684,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1744
1745,10.48.107.128/26,11683,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1745
1746,10.48.107.192/27,11690,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1746
1747,10.48.107.224/27,12628,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1747
1748,10.48.108.0/25,11685,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1748
1749,10.48.108.128/25,11686,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1749
1750,10.48.109.0/24,11687,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1750
1751,10.48.110.68/30,12456,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1751
1752,10.48.110.72/30,12454,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1752
1753,10.48.110.96/29,12452,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1753
1754,10.48.110.104/29,12451,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1754
1755,10.48.111.64/29,12453,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1755
1756,10.48.112.0/24,11688,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1756
1757,10.48.113.0/24,11689,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1757
1758,10.48.114.128/27,12004,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1758
1759,10.48.115.0/25,11643,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1759
1760,10.48.115.128/25,12638,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1760
1761,10.48.116.0/26,11691,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1761
1762,10.48.116.64/26,11623,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1762
1763,10.48.116.128/26,11642,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1763
1764,10.48.117.0/24,12621,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1764
1765,10.48.124.0/24,10116,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1765
1766,10.48.125.0/28,10117,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1766
1767,10.48.125.32/27,10121,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1767
1768,10.48.125.64/27,10122,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1768
1769,10.48.125.96/27,10123,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1769
1770,10.48.125.192/27,10118,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1770
1771,10.48.125.224/28,10119,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1771
1772,10.48.125.240/28,10120,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1772
1773,10.48.126.0/27,10124,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1773
1774,10.48.126.32/28,10129,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1774
1775,10.48.126.64/27,10130,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1775
1776,10.48.126.96/27,10131,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1776
1777,10.48.126.160/27,10125,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1777
1778,10.48.126.192/27,10126,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1778
1779,10.48.126.224/28,10127,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1779
1780,10.48.126.240/28,10128,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1780
1781,10.48.127.16/28,10134,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1781
1782,10.48.127.96/27,10163,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1782
1783,10.48.127.128/28,10132,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1783
1784,10.48.127.144/28,10133,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1784
1785,10.48.127.160/27,10136,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1785
1786,10.48.127.192/28,10162,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1786
1787,10.48.127.240/28,10188,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1787
1788,10.48.128.80/28,10192,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1788
1789,10.48.128.128/29,12351,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1789
1790,10.48.128.136/29,12353,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1790
1791,10.48.128.192/26,10191,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1791
1792,10.48.129.0/24,10193,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1792
1793,10.48.130.0/25,10194,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1793
1794,10.48.130.128/25,10195,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1794
1795,10.48.132.0/25,11593,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1795
1796,10.48.133.0/24,11676,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1796
1797,10.48.134.0/26,10196,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1797
1798,10.48.135.160/28,4652,India,IN,Maharashtra,16,Mumbai,19.0748,72.8856,1798
1799,10.48.136.0/24,10197,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1799
1800,10.48.137.0/24,10198,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1800
1801,10.48.138.32/27,10200,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1801
1802,10.48.138.64/27,10201,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1802
1803,10.48.138.160/28,4636,India,IN,Maharashtra,16,Mumbai,19.0748,72.8856,1803
1804,10.48.138.224/27,10199,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1804
1805,10.48.139.0/27,10202,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1805
1806,10.48.139.64/26,10206,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1806
1807,10.48.139.128/27,10203,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1807
1808,10.48.139.192/27,10204,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1808
1809,10.48.139.224/28,10205,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1809
1810,10.48.140.0/26,10207,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1810
1811,10.48.140.64/26,10211,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1811
1812,10.48.140.128/26,10208,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1812
1813,10.48.140.192/27,10209,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1813
1814,10.48.140.224/27,10210,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1814
1815,10.48.141.64/27,10189,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1815
1816,10.48.141.96/27,10187,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1816
1817,10.48.141.128/28,10212,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1817
1818,10.48.141.144/28,10213,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1818
1819,10.48.141.176/28,4638,India,IN,Maharashtra,16,Mumbai,19.0748,72.8856,1819
1820,10.48.141.192/27,10190,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1820
1821,10.48.141.224/27,10214,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1821
1822,10.48.142.32/27,10167,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1822
1823,10.48.142.64/27,10152,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1823
1824,10.48.142.128/27,10164,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1824
1825,10.48.142.160/27,10165,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1825
1826,10.48.142.192/27,10166,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1826
1827,10.48.143.32/27,10170,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1827
1828,10.48.143.96/27,10171,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1828
1829,10.48.143.128/27,10168,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1829
1830,10.48.143.192/27,10169,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1830
1831,10.48.144.128/25,12350,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1831
1832,10.48.147.128/26,10114,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1832
1833,10.48.148.0/25,10172,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1833
1834,10.48.148.128/26,10173,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1834
1835,10.48.148.192/26,10153,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1835
1836,10.48.149.0/24,10174,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1836
1837,10.48.150.16/28,10176,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1837
1838,10.48.150.32/27,10178,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1838
1839,10.48.150.64/27,10179,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1839
1840,10.48.150.128/28,10175,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1840
1841,10.48.150.160/27,10154,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1841
1842,10.48.150.192/27,10177,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1842
1843,10.48.151.32/28,10182,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1843
1844,10.48.151.48/28,10156,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1844
1845,10.48.151.64/26,10183,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1845
1846,10.48.151.128/28,10155,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1846
1847,10.48.151.160/27,10180,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1847
1848,10.48.151.192/27,10181,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1848
1849,10.48.152.128/26,12192,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1849
1850,10.48.152.192/27,11929,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1850
1851,10.48.159.144/28,10184,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1851
1852,10.48.162.0/25,11590,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1852
1853,10.48.164.0/24,542,China,CN,Guangdong,30,Foshan,23.0287,113.1341,1853
1854,10.48.167.0/24,11591,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1854
1855,10.48.168.0/24,11592,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1855
1856,10.48.176.0/24,10185,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1856
1857,10.48.177.0/28,10186,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1857
1858,10.48.177.32/27,10161,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1858
1859,10.48.177.64/28,10110,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1859
1860,10.48.177.80/28,10055,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1860
1861,10.48.177.96/27,10031,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1861
1862,10.48.177.128/27,10111,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1862
1863,10.48.177.160/27,4898,India,IN,Maharashtra,16,Mumbai,19.0748,72.8856,1863
1864,10.48.177.192/26,4897,India,IN,Maharashtra,16,Mumbai,19.0748,72.8856,1864
1865,10.48.178.0/24,11787,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1865
1866,10.48.180.0/26,12010,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1866
1867,10.48.180.128/26,10032,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1867
1868,10.48.180.192/26,4896,India,IN,Maharashtra,16,Mumbai,19.0748,72.8856,1868
1869,10.48.181.0/29,10033,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1869
1870,10.48.181.128/27,10034,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1870
1871,10.48.181.160/27,11657,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1871
1872,10.48.182.0/28,10035,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1872
1873,10.48.182.32/27,4990,India,IN,Maharashtra,16,Mumbai,19.0748,72.8856,1873
1874,10.48.182.64/27,10039,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1874
1875,10.48.182.96/27,10040,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1875
1876,10.48.182.192/27,10036,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1876
1877,10.48.182.224/29,10037,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1877
1878,10.48.182.232/29,10038,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1878
1879,10.48.183.0/27,10041,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1879
1880,10.48.183.32/28,10043,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1880
1881,10.48.183.64/26,10044,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1881
1882,10.48.183.128/26,10042,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1882
1883,10.48.184.0/25,10045,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1883
1884,10.48.184.128/25,10046,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1884
1885,10.48.185.64/28,10049,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1885
1886,10.48.185.80/28,10050,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1886
1887,10.48.185.96/27,10051,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1887
1888,10.48.185.128/28,10047,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1888
1889,10.48.185.192/26,10048,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1889
1890,10.48.186.0/23,10052,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1890
1891,10.48.188.128/26,10053,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1891
1892,10.48.188.208/28,10030,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1892
1893,10.48.188.224/28,10054,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1893
1894,10.48.189.128/27,10029,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1894
1895,10.48.189.240/28,10027,Netherlands,NL,North Holland,07,Amsterdam,52.3534,4.9087,1895
